name,category,source,lat,lon,wikidata_qid,id
Rio Itapuca,landmark_and_historical_building,overture,-23.036640167236328,-43.55787658691406,,overture:Rio Itapuca:-23.03664:-43.55788
Pedra Do Telégrafo,landmark_and_historical_building,overture,-23.03350067138672,-43.56239700317383,,overture:Pedra Do Telégrafo:-23.03350:-43.56240
Serra do Grumari,landmark_and_historical_building,overture,-23.0334529876709,-43.5356559753418,,overture:Serra do Grumari:-23.03345:-43.53566
Rio do Portinho,landmark_and_historical_building,overture,-23.04287338256836,-43.576541900634766,,overture:Rio do Portinho:-23.04287:-43.57654
Antiga Casa do Sitio do Picapau Amarelo,landmark_and_historical_building,overture,-23.045921325683594,-43.55409622192383,,overture:Antiga Casa do Sitio do Picapau Amarelo:-23.04592:-43.55410
Garganta do Grumari,landmark_and_historical_building,overture,-23.04844093322754,-43.549896240234375,,overture:Garganta do Grumari:-23.04844:-43.54990
Campo de Sao Joao,landmark_and_historical_building,overture,-23.048616409301758,-43.5583381652832,,overture:Campo de Sao Joao:-23.04862:-43.55834
Costão do Grumari,landmark_and_historical_building,overture,-23.054950714111328,-43.53920364379883,,overture:Costão do Grumari:-23.05495:-43.53920
"Ilha das Palmas (ö i Brasilien, Rio de Janeiro, lat -23,06, long -43,51)",landmark_and_historical_building,overture,-23.062843322753906,-43.511531829833984,,"overture:Ilha das Palmas (ö i Brasilien, Rio de Janeiro, lat -23,06, long -43,51):-23.06284:-43.51153"
Clube dos marambaias,landmark_and_historical_building,overture,-23.059200286865234,-43.561004638671875,,overture:Clube dos marambaias:-23.05920:-43.56100
Canal do Bacalhau,landmark_and_historical_building,overture,-23.057710647583008,-43.563270568847656,,overture:Canal do Bacalhau:-23.05771:-43.56327
Pedra da Tartaruga,landmark_and_historical_building,overture,-23.073312759399414,-43.5512580871582,,overture:Pedra da Tartaruga:-23.07331:-43.55126
Mc Nego do Borel,landmark_and_historical_building,overture,-23.067123413085938,-43.56571578979492,,overture:Mc Nego do Borel:-23.06712:-43.56572
Serra Grande-Santa Cruz Rj,landmark_and_historical_building,overture,-22.940536499023438,-43.68299102783203,,overture:Serra Grande-Santa Cruz Rj:-22.94054:-43.68299
Sítio Duros na Queda,topic_concert_venue,overture,-22.94070053100586,-43.684871673583984,,overture:Sítio Duros na Queda:-22.94070:-43.68487
Madean Secret,topic_concert_venue,overture,-22.9406795501709,-43.680335998535156,,overture:Madean Secret:-22.94068:-43.68034
Viva Vida Zona Oeste,landmark_and_historical_building,overture,-22.940658569335938,-43.662940979003906,,overture:Viva Vida Zona Oeste:-22.94066:-43.66294
Sítio Sossego,topic_concert_venue,overture,-22.93893051147461,-43.6463508605957,,overture:Sítio Sossego:-22.93893:-43.64635
Forró do Sítio do Moa,topic_concert_venue,overture,-22.938570022583008,-43.69713592529297,,overture:Forró do Sítio do Moa:-22.93857:-43.69714
Casa de Festa Cristal kids,topic_concert_venue,overture,-22.937183380126953,-43.70003128051758,,overture:Casa de Festa Cristal kids:-22.93718:-43.70003
Areia Branca / São Benedito,landmark_and_historical_building,overture,-22.93767547607422,-43.683082580566406,,overture:Areia Branca / São Benedito:-22.93768:-43.68308
Santa Cruz - Residencial Otacilio Câmara,landmark_and_historical_building,overture,-22.936752319335938,-43.66283416748047,,overture:Santa Cruz - Residencial Otacilio Câmara:-22.93675:-43.66283
Condomínio Fernanda park,landmark_and_historical_building,overture,-22.935649871826172,-43.67055892944336,,overture:Condomínio Fernanda park:-22.93565:-43.67056
Sítio Paraíso - RJ,topic_concert_venue,overture,-22.93600082397461,-43.667240142822266,,overture:Sítio Paraíso - RJ:-22.93600:-43.66724
quintaldadel,topic_concert_venue,overture,-22.936159133911133,-43.67433166503906,,overture:quintaldadel:-22.93616:-43.67433
TOP FESTA,topic_concert_venue,overture,-22.937091827392578,-43.695533752441406,,overture:TOP FESTA:-22.93709:-43.69553
Bola Show,topic_concert_venue,overture,-22.930233001708984,-43.68015670776367,,overture:Bola Show:-22.93023:-43.68016
Salão de Festas e Eventos Esperança,topic_concert_venue,overture,-22.931303024291992,-43.66851043701172,,overture:Salão de Festas e Eventos Esperança:-22.93130:-43.66851
Condominio do Bloco 2B do Parque Residencial Santa Cristina,landmark_and_historical_building,overture,-22.932104110717773,-43.67159652709961,,overture:Condominio do Bloco 2B do Parque Residencial Santa Cristina:-22.93210:-43.67160
Condomínio Morada Santa Cruz,landmark_and_historical_building,overture,-22.93207550048828,-43.67219161987305,,overture:Condomínio Morada Santa Cruz:-22.93208:-43.67219
Conjunto Cesarão Sitio,landmark_and_historical_building,overture,-22.933549880981445,-43.65120315551758,,overture:Conjunto Cesarão Sitio:-22.93355:-43.65120
Espaço Madur,topic_concert_venue,overture,-22.93313217163086,-43.70189666748047,,overture:Espaço Madur:-22.93313:-43.70190
Espaço da Saúde,topic_concert_venue,overture,-22.933935165405273,-43.69731521606445,,overture:Espaço da Saúde:-22.93394:-43.69732
Quintaldojeito,topic_concert_venue,overture,-22.934110641479492,-43.68932342529297,,overture:Quintaldojeito:-22.93411:-43.68932
Condomínio Morada do Sol,landmark_and_historical_building,overture,-22.934425354003906,-43.70065689086914,,overture:Condomínio Morada do Sol:-22.93443:-43.70066
Twelve Nights Experience,topic_concert_venue,overture,-22.935182571411133,-43.69894027709961,,overture:Twelve Nights Experience:-22.93518:-43.69894
Conjunto Cesarão - Santa Cruz,landmark_and_historical_building,overture,-22.935440063476562,-43.66527557373047,,overture:Conjunto Cesarão - Santa Cruz:-22.93544:-43.66528
Home Sweet Home,landmark_and_historical_building,overture,-22.931459426879883,-43.635196685791016,,overture:Home Sweet Home:-22.93146:-43.63520
Condomínio Village Cachamorra,landmark_and_historical_building,overture,-22.932666778564453,-43.5546875,,overture:Condomínio Village Cachamorra:-22.93267:-43.55469
Sertanejo Palace Hall,topic_concert_venue,overture,-22.931608200073242,-43.55551528930664,,overture:Sertanejo Palace Hall:-22.93161:-43.55552
Luiz Faustino Eventos,topic_concert_venue,overture,-22.931556701660156,-43.55542755126953,,overture:Luiz Faustino Eventos:-22.93156:-43.55543
Residencial Agulhas Negras,landmark_and_historical_building,overture,-22.93044662475586,-43.56058883666992,,overture:Residencial Agulhas Negras:-22.93045:-43.56059
CondomÍNio Treviso,landmark_and_historical_building,overture,-22.93050765991211,-43.547908782958984,,overture:CondomÍNio Treviso:-22.93051:-43.54791
Centro de Treinamento Aliados,topic_concert_venue,overture,-22.931150436401367,-43.55550003051758,,overture:Centro de Treinamento Aliados:-22.93115:-43.55550
Espaço Realize Sonhos & Festas,topic_concert_venue,overture,-22.931011199951172,-43.548980712890625,,overture:Espaço Realize Sonhos & Festas:-22.93101:-43.54898
Espaço Ground,topic_concert_venue,overture,-22.93018341064453,-43.51652145385742,,overture:Espaço Ground:-22.93018:-43.51652
Sítio Valdir Bigode,topic_concert_venue,overture,-22.93345832824707,-43.567623138427734,,overture:Sítio Valdir Bigode:-22.93346:-43.56762
Condominium Garden of Acacias,landmark_and_historical_building,overture,-22.935312271118164,-43.557376861572266,,overture:Condominium Garden of Acacias:-22.93531:-43.55738
Condominio Esmeralda Ville,landmark_and_historical_building,overture,-22.938467025756836,-43.57535171508789,,overture:Condominio Esmeralda Ville:-22.93847:-43.57535
Condominio Reserva das Arvores V,landmark_and_historical_building,overture,-22.938039779663086,-43.57278060913086,,overture:Condominio Reserva das Arvores V:-22.93804:-43.57278
Condomínio Campo das Azaléias,landmark_and_historical_building,overture,-22.93697738647461,-43.573909759521484,,overture:Condomínio Campo das Azaléias:-22.93698:-43.57391
Condomínio Reserva Das Árvores IV,landmark_and_historical_building,overture,-22.937040328979492,-43.57052230834961,,overture:Condomínio Reserva Das Árvores IV:-22.93704:-43.57052
Condomínio Reserva das Árvores II,landmark_and_historical_building,overture,-22.93668556213379,-43.57463836669922,,overture:Condomínio Reserva das Árvores II:-22.93669:-43.57464
Condomínio Residencial Campo Real,landmark_and_historical_building,overture,-22.93655776977539,-43.574607849121094,,overture:Condomínio Residencial Campo Real:-22.93656:-43.57461
Condominio 400 Brito,landmark_and_historical_building,overture,-22.93642234802246,-43.563297271728516,,overture:Condominio 400 Brito:-22.93642:-43.56330
Sitio Esmeralda,topic_concert_venue,overture,-22.936325073242188,-43.55388259887695,,overture:Sitio Esmeralda:-22.93633:-43.55388
Front Park,landmark_and_historical_building,overture,-22.935951232910156,-43.57048797607422,,overture:Front Park:-22.93595:-43.57049
Jardim Magarça - Festas e Eventos,topic_concert_venue,overture,-22.936477661132812,-43.58066177368164,,overture:Jardim Magarça - Festas e Eventos:-22.93648:-43.58066
Condomínio Jardim dos Lírios,landmark_and_historical_building,overture,-22.936338424682617,-43.636478424072266,,overture:Condomínio Jardim dos Lírios:-22.93634:-43.63648
Rio Cantagalo,landmark_and_historical_building,overture,-22.936710357666016,-43.64215087890625,,overture:Rio Cantagalo:-22.93671:-43.64215
Conjunto dos Mouras,landmark_and_historical_building,overture,-22.937055587768555,-43.633087158203125,,overture:Conjunto dos Mouras:-22.93706:-43.63309
Condomínio Jardim Hibisco,landmark_and_historical_building,overture,-22.938146591186523,-43.63676071166992,,overture:Condomínio Jardim Hibisco:-22.93815:-43.63676
Condomínio Alice de Castro,landmark_and_historical_building,overture,-22.937589645385742,-43.580482482910156,,overture:Condomínio Alice de Castro:-22.93759:-43.58048
Condomínio Brilho do Sol,landmark_and_historical_building,overture,-22.941030502319336,-43.59733963012695,,overture:Condomínio Brilho do Sol:-22.94103:-43.59734
Condomínio Caminhos Do Park-Estrada Do Magarça N1870 Campo Grande,landmark_and_historical_building,overture,-22.940454483032227,-43.591331481933594,,overture:Condomínio Caminhos Do Park-Estrada Do Magarça N1870 Campo Grande:-22.94045:-43.59133
Condominio Residencial Villa Maria,landmark_and_historical_building,overture,-22.940311431884766,-43.58232116699219,,overture:Condominio Residencial Villa Maria:-22.94031:-43.58232
Vivendas de Sagres,landmark_and_historical_building,overture,-22.941404342651367,-43.575775146484375,,overture:Vivendas de Sagres:-22.94140:-43.57578
Condomínio Village Recanto do Sabiá - Guaratiba,landmark_and_historical_building,overture,-22.941246032714844,-43.56087875366211,,overture:Condomínio Village Recanto do Sabiá - Guaratiba:-22.94125:-43.56088
Vitta Green,landmark_and_historical_building,overture,-22.940412521362305,-43.556907653808594,,overture:Vitta Green:-22.94041:-43.55691
ASM Martins soluções LTDA,landmark_and_historical_building,overture,-22.94080352783203,-43.5627326965332,,overture:ASM Martins soluções LTDA:-22.94080:-43.56273
Sítio Pedacinho do Céu,topic_concert_venue,overture,-22.941686630249023,-43.555721282958984,,overture:Sítio Pedacinho do Céu:-22.94169:-43.55572
Condomínio Casas do Campo,landmark_and_historical_building,overture,-22.943540573120117,-43.57120132446289,,overture:Condomínio Casas do Campo:-22.94354:-43.57120
Largo do 40,topic_concert_venue,overture,-22.94723892211914,-43.60466766357422,,overture:Largo do 40:-22.94724:-43.60467
Casa de Festas Moment' s,topic_concert_venue,overture,-22.94635772705078,-43.596641540527344,,overture:Casa de Festas Moment' s:-22.94636:-43.59664
Condominio Bosque Majuri,landmark_and_historical_building,overture,-22.94361686706543,-43.641380310058594,,overture:Condominio Bosque Majuri:-22.94362:-43.64138
Cond Clube Vida Boa I e II,landmark_and_historical_building,overture,-22.94295310974121,-43.5832405090332,,overture:Cond Clube Vida Boa I e II:-22.94295:-43.58324
Condominio Vida Boa,landmark_and_historical_building,overture,-22.942813873291016,-43.584068298339844,,overture:Condominio Vida Boa:-22.94281:-43.58407
Olympia Park Clube Condomínio,landmark_and_historical_building,overture,-22.942188262939453,-43.58004379272461,,overture:Olympia Park Clube Condomínio:-22.94219:-43.58004
Comdomínio Colinas Do Magarça,landmark_and_historical_building,overture,-22.9417724609375,-43.587162017822266,,overture:Comdomínio Colinas Do Magarça:-22.94177:-43.58716
Espaço Estação,topic_concert_venue,overture,-22.944677352905273,-43.68891906738281,,overture:Espaço Estação:-22.94468:-43.68892
Condomínio Residencial Riviera,landmark_and_historical_building,overture,-22.945568084716797,-43.650054931640625,,overture:Condomínio Residencial Riviera:-22.94557:-43.65005
Condomínio Quintas do Massapê,landmark_and_historical_building,overture,-22.945262908935547,-43.65083312988281,,overture:Condomínio Quintas do Massapê:-22.94526:-43.65083
Condominio Executive Houses,landmark_and_historical_building,overture,-22.946325302124023,-43.65253829956055,,overture:Condominio Executive Houses:-22.94633:-43.65254
Condominio da Caixa Economica Federal,landmark_and_historical_building,overture,-22.94613265991211,-43.67621612548828,,overture:Condominio da Caixa Economica Federal:-22.94613:-43.67622
Condomínio Constança,landmark_and_historical_building,overture,-22.953094482421875,-43.68120193481445,,overture:Condomínio Constança:-22.95309:-43.68120
Salão de festas espaço fac,topic_concert_venue,overture,-22.95124053955078,-43.68075180053711,,overture:Salão de festas espaço fac:-22.95124:-43.68075
Beco Do Constâncio,landmark_and_historical_building,overture,-22.951696395874023,-43.68178176879883,,overture:Beco Do Constâncio:-22.95170:-43.68178
Condomínio residencial Serpa,landmark_and_historical_building,overture,-22.951814651489258,-43.669063568115234,,overture:Condomínio residencial Serpa:-22.95181:-43.66906
Espaço Festas Sonho Realizado,topic_concert_venue,overture,-22.9514102935791,-43.67932891845703,,overture:Espaço Festas Sonho Realizado:-22.95141:-43.67933
Condomínio Residencial do Viseu,landmark_and_historical_building,overture,-22.950841903686523,-43.66706848144531,,overture:Condomínio Residencial do Viseu:-22.95084:-43.66707
Condomínio Residencial Queluz,landmark_and_historical_building,overture,-22.952051162719727,-43.66947937011719,,overture:Condomínio Residencial Queluz:-22.95205:-43.66948
Condomínio Residencial Saboia,landmark_and_historical_building,overture,-22.95197868347168,-43.67060470581055,,overture:Condomínio Residencial Saboia:-22.95198:-43.67060
Salão de Festas Casa Branca,topic_concert_venue,overture,-22.951753616333008,-43.603126525878906,,overture:Salão de Festas Casa Branca:-22.95175:-43.60313
Rua Itumirim número 621 Condomínio Village do Itumirim,landmark_and_historical_building,overture,-22.95055389404297,-43.60169219970703,,overture:Rua Itumirim número 621 Condomínio Village do Itumirim:-22.95055:-43.60169
Salão de Festas Eliane,topic_concert_venue,overture,-22.95075798034668,-43.596675872802734,,overture:Salão de Festas Eliane:-22.95076:-43.59668
Condomínio recanto do Magarça N615,landmark_and_historical_building,overture,-22.950517654418945,-43.60902786254883,,overture:Condomínio recanto do Magarça N615:-22.95052:-43.60903
Condomínio Residencial Colinas do Sol,landmark_and_historical_building,overture,-22.95161247253418,-43.643341064453125,,overture:Condomínio Residencial Colinas do Sol:-22.95161:-43.64334
Condominio Rio Vida Residêncial Club 3,landmark_and_historical_building,overture,-22.950546264648438,-43.64360046386719,,overture:Condominio Rio Vida Residêncial Club 3:-22.95055:-43.64360
Jardim dos Lírios I,landmark_and_historical_building,overture,-22.950603485107422,-43.64236068725586,,overture:Jardim dos Lírios I:-22.95060:-43.64236
Residencial Flor de Laranjeira,landmark_and_historical_building,overture,-22.94883155822754,-43.581947326660156,,overture:Residencial Flor de Laranjeira:-22.94883:-43.58195
Casa Real Eventos,topic_concert_venue,overture,-22.950000762939453,-43.55756378173828,,overture:Casa Real Eventos:-22.95000:-43.55756
Contemporâneo Design Resort,landmark_and_historical_building,overture,-22.947513580322266,-43.56160354614258,,overture:Contemporâneo Design Resort:-22.94751:-43.56160
Morro dos Caboclos,landmark_and_historical_building,overture,-22.951669692993164,-43.51750946044922,,overture:Morro dos Caboclos:-22.95167:-43.51751
Sítio Pestana Eventos,topic_concert_venue,overture,-22.95248031616211,-43.56024169921875,,overture:Sítio Pestana Eventos:-22.95248:-43.56024
Sítio West Hall,topic_concert_venue,overture,-22.953224182128906,-43.56207275390625,,overture:Sítio West Hall:-22.95322:-43.56207
Condominio Recreio Quality,landmark_and_historical_building,overture,-22.953420639038086,-43.561500549316406,,overture:Condominio Recreio Quality:-22.95342:-43.56150
Espaço Donalda Festas,topic_concert_venue,overture,-22.954853057861328,-43.607093811035156,,overture:Espaço Donalda Festas:-22.95485:-43.60709
Espaço de Festas Pilar do Sul,topic_concert_venue,overture,-22.95615005493164,-43.604026794433594,,overture:Espaço de Festas Pilar do Sul:-22.95615:-43.60403
Condomínio Silver Green,landmark_and_historical_building,overture,-22.954980850219727,-43.582523345947266,,overture:Condomínio Silver Green:-22.95498:-43.58252
Condomínio Grass 13,landmark_and_historical_building,overture,-22.957366943359375,-43.613773345947266,,overture:Condomínio Grass 13:-22.95737:-43.61377
"Condominio Residencial Saint Patrick, Guaratiba - RJ",landmark_and_historical_building,overture,-22.958383560180664,-43.61555862426758,,"overture:Condominio Residencial Saint Patrick, Guaratiba - RJ:-22.95838:-43.61556"
Condomínio Portal do Magarça,landmark_and_historical_building,overture,-22.959228515625,-43.61333084106445,,overture:Condomínio Portal do Magarça:-22.95923:-43.61333
Recanto do Vale,topic_concert_venue,overture,-22.965023040771484,-43.5893669128418,,overture:Recanto do Vale:-22.96502:-43.58937
Espaço Cultural e Social Artes e Música,cultural_center,overture,-22.96148681640625,-43.61184310913086,,overture:Espaço Cultural e Social Artes e Música:-22.96149:-43.61184
Condominio Campo Verde,landmark_and_historical_building,overture,-22.96030044555664,-43.61368942260742,,overture:Condominio Campo Verde:-22.96030:-43.61369
Conjunto nova sepetiba,landmark_and_historical_building,overture,-22.959871292114258,-43.685543060302734,,overture:Conjunto nova sepetiba:-22.95987:-43.68554
Gênesis Festas e Eventos,topic_concert_venue,overture,-22.960180282592773,-43.69793701171875,,overture:Gênesis Festas e Eventos:-22.96018:-43.69794
Sítio Santa Terezinha,topic_concert_venue,overture,-22.961280822753906,-43.648834228515625,,overture:Sítio Santa Terezinha:-22.96128:-43.64883
Condomínio da Graça 37b rua 1,landmark_and_historical_building,overture,-22.964740753173828,-43.68953323364258,,overture:Condomínio da Graça 37b rua 1:-22.96474:-43.68953
Sepetiba,landmark_and_historical_building,overture,-22.958721160888672,-43.702903747558594,,overture:Sepetiba:-22.95872:-43.70290
Espaço Margö Festas,topic_concert_venue,overture,-22.95519256591797,-43.68983459472656,,overture:Espaço Margö Festas:-22.95519:-43.68983
Instituto Territórios Diversos,cultural_center,overture,-22.955045700073242,-43.68669128417969,,overture:Instituto Territórios Diversos:-22.95505:-43.68669
Sítio Ares da Serra,topic_concert_venue,overture,-22.95616340637207,-43.67997741699219,,overture:Sítio Ares da Serra:-22.95616:-43.67998
Varanda's Lounge,topic_concert_venue,overture,-22.95417022705078,-43.65453338623047,,overture:Varanda's Lounge:-22.95417:-43.65453
Sitio Brilhante,topic_concert_venue,overture,-22.977020263671875,-43.66503143310547,,overture:Sitio Brilhante:-22.97702:-43.66503
Sitio do Boi,topic_concert_venue,overture,-22.97390365600586,-43.64812088012695,,overture:Sitio do Boi:-22.97390:-43.64812
BAC - Barracão de Arte e Cultura Sepetiba,cultural_center,overture,-22.9674129486084,-43.6905403137207,,overture:BAC - Barracão de Arte e Cultura Sepetiba:-22.96741:-43.69054
Espaço Imperial,topic_concert_venue,overture,-22.967117309570312,-43.70822525024414,,overture:Espaço Imperial:-22.96712:-43.70823
Asé Pingo D'água,cultural_center,overture,-22.965988159179688,-43.64802932739258,,overture:Asé Pingo D'água:-22.96599:-43.64803
Espaço de Festas Pimenta Doce,topic_concert_venue,overture,-22.968393325805664,-43.70011520385742,,overture:Espaço de Festas Pimenta Doce:-22.96839:-43.70012
Ecomuseu de Sepetiba,museum,overture,-22.97085189819336,-43.70990753173828,,overture:Ecomuseu de Sepetiba:-22.97085:-43.70991
Coreto de Sepetiba Rj,landmark_and_historical_building,overture,-22.97089385986328,-43.70962905883789,,overture:Coreto de Sepetiba Rj:-22.97089:-43.70963
Espaço Vicenzo,topic_concert_venue,overture,-22.96986198425293,-43.63058853149414,,overture:Espaço Vicenzo:-22.96986:-43.63059
Ocean Residence & Beach Place Pontal Oceânico,landmark_and_historical_building,overture,-22.970218658447266,-43.614898681640625,,overture:Ocean Residence & Beach Place Pontal Oceânico:-22.97022:-43.61490
Up Barra Mais,landmark_and_historical_building,overture,-22.967199325561523,-43.64199447631836,,overture:Up Barra Mais:-22.96720:-43.64199
Ribalta - Barra da Tijuca,topic_concert_venue,overture,-22.96702766418457,-43.642608642578125,,overture:Ribalta - Barra da Tijuca:-22.96703:-43.64261
Santhorini Hall RJ,topic_concert_venue,overture,-22.96627426147461,-43.645172119140625,,overture:Santhorini Hall RJ:-22.96627:-43.64517
Casa do Saber Popular,cultural_center,overture,-22.966026306152344,-43.605770111083984,,overture:Casa do Saber Popular:-22.96603:-43.60577
Sitio Belo Vale ,topic_concert_venue,overture,-22.971193313598633,-43.53731155395508,,overture:Sitio Belo Vale :-22.97119:-43.53731
Casa do Xandro,landmark_and_historical_building,overture,-22.972610473632812,-43.59062576293945,,overture:Casa do Xandro:-22.97261:-43.59063
Salão de festa Realizando Sonhos,topic_concert_venue,overture,-22.972013473510742,-43.64017105102539,,overture:Salão de festa Realizando Sonhos:-22.97201:-43.64017
Solar das Heras,topic_concert_venue,overture,-22.972423553466797,-43.614990234375,,overture:Solar das Heras:-22.97242:-43.61499
Condomínio Recanto do Sabiá,landmark_and_historical_building,overture,-22.97348403930664,-43.59344482421875,,overture:Condomínio Recanto do Sabiá:-22.97348:-43.59344
Espaço Casa Grande ll,topic_concert_venue,overture,-22.976394653320312,-43.63788986206055,,overture:Espaço Casa Grande ll:-22.97639:-43.63789
Residencial Vale dos Bambus,landmark_and_historical_building,overture,-22.974689483642578,-43.546363830566406,,overture:Residencial Vale dos Bambus:-22.97469:-43.54636
Oduduwa Centro Cultural,cultural_center,overture,-22.980133056640625,-43.61598587036133,,overture:Oduduwa Centro Cultural:-22.98013:-43.61599
Capela Magdalena e Roberto de Regina,museum,overture,-22.978500366210938,-43.58981704711914,,overture:Capela Magdalena e Roberto de Regina:-22.97850:-43.58982
Salão de Festas e Eventos na Brisa,topic_concert_venue,overture,-22.97940444946289,-43.66791915893555,,overture:Salão de Festas e Eventos na Brisa:-22.97940:-43.66792
Rancho PAIOL,landmark_and_historical_building,overture,-22.978988647460938,-43.68959426879883,,overture:Rancho PAIOL:-22.97899:-43.68959
Condomínio Guaratibinha,landmark_and_historical_building,overture,-22.980642318725586,-43.65198516845703,,overture:Condomínio Guaratibinha:-22.98064:-43.65199
Residência,landmark_and_historical_building,overture,-22.984058380126953,-43.696781158447266,,overture:Residência:-22.98406:-43.69678
Jardim Garrido,landmark_and_historical_building,overture,-22.986560821533203,-43.63270950317383,,overture:Jardim Garrido:-22.98656:-43.63271
Vila Balbina,landmark_and_historical_building,overture,-22.985200881958008,-43.62468338012695,,overture:Vila Balbina:-22.98520:-43.62468
Espaço Real Eventos,topic_concert_venue,overture,-22.984573364257812,-43.569026947021484,,overture:Espaço Real Eventos:-22.98457:-43.56903
Espaço Harmonia,topic_concert_venue,overture,-22.98763084411621,-43.56310272216797,,overture:Espaço Harmonia:-22.98763:-43.56310
Recanto Bela Flor,topic_concert_venue,overture,-22.988903045654297,-43.53631591796875,,overture:Recanto Bela Flor:-22.98890:-43.53632
PEDRA De Guaratba,landmark_and_historical_building,overture,-22.99120330810547,-43.62716293334961,,overture:PEDRA De Guaratba:-22.99120:-43.62716
Residencial San Germano,landmark_and_historical_building,overture,-22.991859436035156,-43.55781173706055,,overture:Residencial San Germano:-22.99186:-43.55781
Condomínio Ilha Dourada,landmark_and_historical_building,overture,-22.992210388183594,-43.54798889160156,,overture:Condomínio Ilha Dourada:-22.99221:-43.54799
Valentino's Festas,topic_concert_venue,overture,-23.00017547607422,-43.63591766357422,,overture:Valentino's Festas:-23.00018:-43.63592
Cigana dos Ventos,topic_concert_venue,overture,-23.00054359436035,-43.630126953125,,overture:Cigana dos Ventos:-23.00054:-43.63013
Rossi Ideal Vila Guaratiba,landmark_and_historical_building,overture,-22.9967041015625,-43.628318786621094,,overture:Rossi Ideal Vila Guaratiba:-22.99670:-43.62832
Mulheres de Pedra,topic_concert_venue,overture,-23.002981185913086,-43.63909149169922,,overture:Mulheres de Pedra:-23.00298:-43.63909
Mundial lash congress,topic_concert_venue,overture,-23.002243041992188,-43.63309097290039,,overture:Mundial lash congress:-23.00224:-43.63309
Colônia de Pescadores Z-14,museum,overture,-23.002498626708984,-43.64120864868164,,overture:Colônia de Pescadores Z-14:-23.00250:-43.64121
Píer da Pedra de Guaratiba,landmark_and_historical_building,overture,-23.001893997192383,-43.6422119140625,,overture:Píer da Pedra de Guaratiba:-23.00189:-43.64221
EAM Sítios&Eventos,topic_concert_venue,overture,-23.00120735168457,-43.64472579956055,,overture:EAM Sítios&Eventos:-23.00121:-43.64473
Residencial CTEx,landmark_and_historical_building,overture,-23.00369644165039,-43.55773162841797,,overture:Residencial CTEx:-23.00370:-43.55773
Galeria Jardim,topic_concert_venue,overture,-23.00695037841797,-43.5405158996582,,overture:Galeria Jardim:-23.00695:-43.54052
Palmeiras da Ilha Eventos,topic_concert_venue,overture,-23.008333206176758,-43.538673400878906,,overture:Palmeiras da Ilha Eventos:-23.00833:-43.53867
Condomínio Condado de York,landmark_and_historical_building,overture,-23.010740280151367,-43.51852035522461,,overture:Condomínio Condado de York:-23.01074:-43.51852
Festival da Pinga Paraty,topic_concert_venue,overture,-23.014699935913086,-43.51957321166992,,overture:Festival da Pinga Paraty:-23.01470:-43.51957
Cidade Jardim - Barra,landmark_and_historical_building,overture,-23.014270782470703,-43.52638626098633,,overture:Cidade Jardim - Barra:-23.01427:-43.52639
Recanto do Pontal,landmark_and_historical_building,overture,-23.01998519897461,-43.51258087158203,,overture:Recanto do Pontal:-23.01999:-43.51258
Frames Residence,landmark_and_historical_building,overture,-23.020448684692383,-43.51190185546875,,overture:Frames Residence:-23.02045:-43.51190
Condominio Pontal Quality Green,landmark_and_historical_building,overture,-23.02014923095703,-43.520870208740234,,overture:Condominio Pontal Quality Green:-23.02015:-43.52087
Ocean Residence Pontal,landmark_and_historical_building,overture,-23.02243423461914,-43.50992202758789,,overture:Ocean Residence Pontal:-23.02243:-43.50992
Maui Unique Life Residences,landmark_and_historical_building,overture,-23.022706985473633,-43.512351989746094,,overture:Maui Unique Life Residences:-23.02271:-43.51235
Sítio do Pontal,topic_concert_venue,overture,-23.023523330688477,-43.519378662109375,,overture:Sítio do Pontal:-23.02352:-43.51938
Luar do Pontal,landmark_and_historical_building,overture,-23.023250579833984,-43.512939453125,,overture:Luar do Pontal:-23.02325:-43.51294
Museu Casa do Pontal,art_museum,overture,-23.02385902404785,-43.510189056396484,,overture:Museu Casa do Pontal:-23.02386:-43.51019
Mirante do Roncador,landmark_and_historical_building,overture,-23.037874221801758,-43.499488830566406,,overture:Mirante do Roncador:-23.03787:-43.49949
Canal de Sernambetiba,landmark_and_historical_building,overture,-23.035560607910156,-43.49333572387695,,overture:Canal de Sernambetiba:-23.03556:-43.49334
Estrela do Mar Casa de Festas,topic_concert_venue,overture,-23.0247745513916,-43.457889556884766,,overture:Estrela do Mar Casa de Festas:-23.02477:-43.45789
Edifício Prestige,landmark_and_historical_building,overture,-23.0228328704834,-43.45008850097656,,overture:Edifício Prestige:-23.02283:-43.45009
Condomínio Residencial Copacabana,landmark_and_historical_building,overture,-23.022998809814453,-43.45299530029297,,overture:Condomínio Residencial Copacabana:-23.02300:-43.45300
Condominio do Edificio Nova Praia,landmark_and_historical_building,overture,-23.0233211517334,-43.45451354980469,,overture:Condominio do Edificio Nova Praia:-23.02332:-43.45451
Building Summer Time,landmark_and_historical_building,overture,-23.023475646972656,-43.453094482421875,,overture:Building Summer Time:-23.02348:-43.45309
Residencial Myrtos,landmark_and_historical_building,overture,-23.024377822875977,-43.46070098876953,,overture:Residencial Myrtos:-23.02438:-43.46070
Edifício Escuna,landmark_and_historical_building,overture,-23.024341583251953,-43.4605598449707,,overture:Edifício Escuna:-23.02434:-43.46056
