id,name,category,lat,lon,wikidata_qid
overture:Museu Judaico do Rio de Janeiro:-22.90956:-43.17481,Museu Judaico do Rio de Janeiro,cultural_center,-22.90955924987793,-43.17481231689453,
overture:Museu Light da Energia:-22.90253:-43.18707,Museu Light da Energia,cultural_center,-22.90252685546875,-43.187068939208984,
overture:Museu Naval:-22.90394:-43.17298,Museu Naval,museum,-22.903940200805664,-43.172977447509766,
overture:Museu Penitenciário:-22.91524:-43.19983,Museu Penitenciário,museum,-22.915241241455078,-43.199832916259766,
overture:Museu Villa-Lobos:-22.95186:-43.19058,Museu Villa-Lobos,museum,-22.95186424255371,-43.190582275390625,
overture:Museu da Geodiversidade:-22.85734:-43.23232,Museu da Geodiversidade,museum,-22.857337951660156,-43.23231506347656,
overture:Museu da Ii Guerra Mundial:-22.91651:-43.17404,Museu da Ii Guerra Mundial,monument,-22.916513442993164,-43.174041748046875,
overture:Museu de Luiz Gonzaga:-22.89750:-43.22041,Museu de Luiz Gonzaga,cultural_center,-22.897497177124023,-43.22040939331055,
overture:Museu do Planetário:-22.97830:-43.23028,Museu do Planetário,museum,-22.978300094604492,-43.230281829833984,
overture:Palácio Episcopal da Conceição:-22.89953:-43.18285,Palácio Episcopal da Conceição,historic_site,-22.899534225463867,-43.18285369873047,
overture:Panteão Duque de Caxias:-22.90361:-43.18917,Panteão Duque de Caxias,historic_site,-22.903614044189453,-43.18916702270508,
overture:Solar de Grandjean de Montigny:-22.97902:-43.23373,Solar de Grandjean de Montigny,museum,-22.979021072387695,-43.23373031616211,
overture:Canecão | Rio de Janeiro RJ:-22.95600:-43.17757,Canecão | Rio de Janeiro RJ,theater,-22.956003189086914,-43.17757034301758,
overture:Cidade do Samba RJ:-22.89572:-43.19756,Cidade do Samba RJ,samba_school,-22.89571762084961,-43.19755554199219,
overture:Cordão da Bola Preta:-22.91024:-43.18332,Cordão da Bola Preta,samba_school,-22.910236358642578,-43.18332290649414,
overture:Cristo Redentor Rio de Janeiro:-22.95205:-43.21074,Cristo Redentor Rio de Janeiro,monument,-22.952051162719727,-43.21074295043945,
overture:D.R.I EAV Parque Lage:-22.96018:-43.21228,D.R.I EAV Parque Lage,university,-22.960180282592773,-43.212284088134766,
overture:Palácio Maçônico do Lavradio:-22.91051:-43.18281,Palácio Maçônico do Lavradio,historic_site,-22.910512924194336,-43.18281173706055,
overture:Teatro Justiça:-22.91043:-43.17558,Teatro Justiça,cultural_center,-22.910429000854492,-43.17558288574219,
wikidata:Lago do Campo de Santana:-22.90759:-43.18802,Lago do Campo de Santana,public_square,-22.9075885,-43.188024,Q67205544
"overture:Vasco da Gama, Rio de Janeiro:-22.89194:-43.22695","Vasco da Gama, Rio de Janeiro",public_square,-22.891944885253906,-43.22694778442383,
overture:Palácio de são cristóvão:-22.90583:-43.22445,Palácio de são cristóvão,museum,-22.905834197998047,-43.22444534301758,
overture:Fazenda Imperial de Santa Cruz:-22.91000:-43.68531,Fazenda Imperial de Santa Cruz,historic_site,-22.910003662109375,-43.685306549072266,
overture:Museu de Sitio Arqueologico da Antiga Se:-22.90390:-43.17582,Museu de Sitio Arqueologico da Antiga Se,church,-22.903898239135742,-43.17581558227539,
"overture:Christ Redeemer, Rio de Janeiro, Brazil:-22.95165:-43.21084","Christ Redeemer, Rio de Janeiro, Brazil",monument,-22.95165252685547,-43.210838317871094,
overture:National Museum of Brazil:-22.90577:-43.22653,National Museum of Brazil,museum,-22.905765533447266,-43.22652816772461,
overture:Fort Copacabana:-22.98618:-43.18653,Fort Copacabana,museum,-22.986177444458008,-43.1865348815918,
overture:Museu do paço:-22.90289:-43.17331,Museu do paço,cultural_center,-22.902894973754883,-43.173309326171875,
overture:Sugarloaf Mountain:-22.94975:-43.15623,Sugarloaf Mountain,natural_landmark,-22.949750900268555,-43.15623474121094,
overture:Centro Cultural Benjamin Peret:-22.91720:-43.17892,Centro Cultural Benjamin Peret,cultural_center,-22.91719627380371,-43.17892074584961,
overture:Centro Cultural Itaporã:-22.92054:-43.21086,Centro Cultural Itaporã,cultural_center,-22.920541763305664,-43.21086120605469,
overture:Centro Cultural Oduvaldo Viana Filho:-22.93027:-43.17459,Centro Cultural Oduvaldo Viana Filho,cultural_center,-22.930269241333008,-43.17458724975586,
overture:Centro Cultural Prof Dila:-22.89694:-43.35447,Centro Cultural Prof Dila,cultural_center,-22.896940231323242,-43.354469299316406,
overture:Centro Cultural Sindicato dos Rodoviários do Município do Rio de Janeiro:-22.89964:-43.18770,Centro Cultural Sindicato dos Rodoviários do Município do Rio de Janeiro,cultural_center,-22.89963722229004,-43.18770217895508,
overture:Espaço Cultural Arlindo Cruz:-22.87435:-43.42841,Espaço Cultural Arlindo Cruz,cultural_center,-22.874351501464844,-43.42841339111328,
overture:Espaço Cultural Escola Sesc:-22.96029:-43.35923,Espaço Cultural Escola Sesc,cultural_center,-22.96029281616211,-43.359230041503906,
overture:Fórum de Ciência e Cultura da UFRJ:-22.94284:-43.17472,Fórum de Ciência e Cultura da UFRJ,cultural_center,-22.942842483520508,-43.174720764160156,
overture:GRES União da Ilha do Governador:-22.81377:-43.18890,GRES União da Ilha do Governador,samba_school,-22.813766479492188,-43.188899993896484,
overture:Lona Cultural Terra Caetano Veloso:-22.83997:-43.37852,Lona Cultural Terra Caetano Veloso,cultural_center,-22.839969635009766,-43.37852478027344,
overture:MAAS Museu Arquidiocesano de Arte Sacra do Rio de Janeiro:-22.91072:-43.18043,MAAS Museu Arquidiocesano de Arte Sacra do Rio de Janeiro,museum,-22.910724639892578,-43.18042755126953,
overture:Museu de Bangu:-22.87881:-43.46346,Museu de Bangu,museum,-22.878812789916992,-43.46345901489258,
overture:Pequena África:-22.89813:-43.18748,Pequena África,historic_site,-22.89813232421875,-43.18748474121094,
overture:Praça Inhangá Copacabana:-22.96602:-43.18147,Praça Inhangá Copacabana,natural_landmark,-22.966018676757812,-43.18147277832031,
overture:Quinta da Boa Vista - Museu Nacional:-22.92644:-43.21583,Quinta da Boa Vista - Museu Nacional,museum,-22.926443099975586,-43.2158317565918,
wikidata:Rua do Catete:-22.92592:-43.17625,Rua do Catete,historic_site,-22.92592,-43.176251,Q10365024
overture:Teatro do Liceu:-22.90725:-43.19314,Teatro do Liceu,theater,-22.907245635986328,-43.193138122558594,
wikidata:edifício-sede da Associação Brasileira de Imprensa:-22.90915:-43.17484,edifício-sede da Associação Brasileira de Imprensa,historic_site,-22.90915,-43.17484,Q18275922
